@relation datatest

@attribute Sms string
@attribute class{'spam', 'NotSpam'}

@data
"meganai Ruma bpk/ibu yg mau di jual sd di surpai dan sy berminat sy tlpn tdk bisa tembus masalah harga hub suami sy 085399700354 Dr.H.IRAWAN",spam
"Manfaatkan segera creditCard anda utk apply pinjaman 20-250jt ada cashback berminat hub: Bintang 021-27450166.tks",spam
"Nasabah Yth Dapatkan Solusi untuk Masalah Keuangan Anda 10 s/d 300 jt Rate ringan.proses 3hr Syrat ktp & card Info:Abu tlp 83622112 hp 081298222100",spam
"Berbagai Promo BlackBerry Onyx2 9780 Rp1.5jt & Torch 9800 Rp2jt Info SMS/hub: 085322215000 a/kunjungi:www.hary-shop-online.blogspot.com",spam
"Uangnya di Trnsfer di BNI ini aja a/n RASTINA NO.REK.0253 7915 37.Klo sdh d Trnsfer SMS i i i 085293355598 T .” D i : 6285315904528",spam
"Tolong uangnya dikirim aja kesini BANK DANAMON a/n Farida hanum&#10;No rek; 0035-3918-4014 SMS aja klo udah dikirim.Trims",spam
"Tolong kirimin mama pulsa. Skrng penting! Jangan telpon balik. Mama lg d kantor polisi",spam
"Ini bpk lg pinjam Hp org.tlong beliin bpk pls 20rb k nomor ini 085215126428. bpk lg ada mslh d kntr polisi. Jgn d tlpn/SMS dl. Nnti bpk yg tlpn.skrg pnting",spam
"PRIMA CELL Cari agen jual pulsa ALL oprator HARGA; P5 :4500 P10:8500 P20:17000 P50:45000 U/ Info ketik:PRIMA kirim ke:085322213339 atau HUB CS:082347288777",spam
"maaf sy ibu johar. melanjuti hasil survey terhadap rumah ibu yg mau dijual kami rasa itu cocok dan minat u/info harga mhn hub suami sy Bpk H. Laode Hp 081210511553",spam
"Nikmati Paket HEMAT BlackBerry AXIS di tanah suci. hanya Rp69.500/minggu. Sebarkan berita baik ini ke kerabat kamu yg akan umroh. AXIS Dijamin HEMATNYA!Info838",spam
"Penawaran terbatas software SMS gateway utk iklan SMS. pilkada. sekolah. instansi. kampus dll. Harga promo rp. 100.000 hub:jasa advertising corp 085727088813 24jam",spam
"Saya Martinus. mnt tlg krmkan pulsa ke No.08138664129 brp aja buat hub keluarga tmn sy. yng kecelakaan di tengah hutan. kondisix sangat parah. sblmx trima kasih",spam
"Tolong belikan dulu Mama Pulsa Rp20.ribu di nomor baru Mama. Ini nomornya. 081284104522 secepatnya ya.. Penting. Nanti Mama ganti uangnya. Sekarang Mama Tunggu ya",spam
"Maaf Melalui SMS. kalau mau di trus.in atau byar sewa kontrakan rumahnya. ke adik saya Herdian hp 085222288580. Soal.nya da di kuasakan/di jual ke adik Trimks.",spam
"SID@MUNCUL (SIDOMUNCUL)Selamat! SimCard Anda mendptkan hadiah Rp.15jt. dr KukuBima ENER-G!. U/Info hub ktr PT.SIDOMUNCUL: &#13;021 - 4919 1267",spam
"BERANI CELLULAR. DISKON 50% berbagai promo type blackberry DAKOTA 2.6jt. TORCH 2jt. ONYX2 1.8jt. INFO SMS/CALL 085339821*** atau kunjungi www.***.blogspot.com",spam
"Sahril memperbaharui statusnya: Bahagialah kau di sanaaaaa... Lihat selengkapnya di https://fb.com/l/29Lelu45zXAIALHH Balas dengan komentar atau suka.",spam
"plg yth no. Anda terpilih menang cek Rp.100jt dr PT.TELKOMSEL HUT TELKOMSEL Ke-17 thn 2012 hub call center: 085313311113",spam
"Game Togel Online Rupiah asli? Permainan Live streaming Dingdong? Hanya di www.brotogel4.net ! Situs togel terbaik dengan diskon hadiah terbaik di kelasnya!",spam
"Ayana Village, Rumah cantik 100jt an & Ruko 300jt an dkt stasiun 3raksa. Cicil 15 thn PASTI DISETUJUI. Event 21 Agst 16 Menara Top Food Alam Sutra. 082297771902",spam
"Poker online No Bot! Bonus referral + cashback, Mega & Regular jackpot senilai ratusan juta, join di www.pokerboya3.net min Dp 25rb, tersedia aplikasi Android.",spam
"DANA TUNAI! GADAI BPKB MOBIL/MOTOR NON BI CHECKING Bunga Rendah/ Provisi 0% 1 HARI CAIR / max Tenor 4 Thn RIO 081322222749 / 081912222961 5F81B74B",spam
"Kredit Multiguna Gadai BPKB Mobil / Sertifikat SHM Bunga Rendah 1 Hari Cair NON BI CHECKING NON PROVISI Max Tenor 4 Thn 581022447908",spam
"REK MANDIRI A/N : NOVIE RIAWATI NO REK : 9000.034.880.956",spam
"Ayah isiin dl plsa as 20rb di no 085325071137 skrng penting",spam
"BAGI YANG MINAT KARPET KARAKTER BULU RASFUR, UNTUK PENGUNA BLACKBERR. INVET PIN TOKO KAMI 2A7B1FDC. DANG UNTUK PENGUNA. ANDROID INVET PIN. 5FAEAE23",spam
"SOLUSI KEUANGAN ! GADAI BPKB MOBIL/ MOTOR NO BI CHECKING,Bunga Rendah Provisi 0%,Leasing Resmi,1 HARI CAIR Chika 081222278663",spam
"Grosir HARGA Pabrik Celana/ Jacket American Jeans, NEVADA, POLO All Denim. Lokasi Gudang BANDUNG CEK DATANG ANGKUT 100% Original info : 082215151503",spam
"Tnp @gunan S@mp@i 200jt Min@t ANDI 082298003425",spam
"berkah ramadhan no anda terpilih sebagai pemenang dari PT.INDOSAT_kode pin anda-87CH311D2,Utk Info hadiah klik :www.undianindosatooredoo.blogspot.com",spam
"MAU NAMBAH MODAL USAHA+INNOVA U/ TRAVEL? JMINKAN BPKB MOBIL B U N G A m ulai 0.8% financial terperca ya & RESMI,tbk MARIANI 082337550478 085888216050",spam
"Utk anda yg hobi game, Silahkan dftr di www.detikqq.com , 100% fair game, player vs player, no admin, no robot, thx",spam
"ma,isiin pulsa IM3 25rb di no 085850306447 skrg penting",spam
"Bp/Ibu Yth,Dptkan pinjaman dg jaminan BPKB MOBIL/TRUCK,proses cpt&aman TANPA CEK BI,BISA SE-INDONESIA.CALL IRA 085891868917 WA 089689904339.ABAIKAN jk tdk minat",spam
"Dapatkan Tiket nonton GRATIS up to 375.000 setiap bulannya + proteksi kesehatan utk seluruh keluarga. Daftar segera di *200*700#. Persediaan terbatas!!",spam
"Apply Now Pinjeman Dana Tunai (KTA) 5-200 jt syarat copy ktp & kartukredit jika tdk ada Cc pake Bpkb mobil hub Ketty: 0811822452/085883881815",spam
"Solusi Dana Tunai Jaminan BPKB Mbl/Truck Bs Take Over Mudah&cpt, Rate rendah Finance Resmi, BPKB pasti Aman Info Hub: LIM 085770029405 087775557115 082299215199",spam
"salam succes.. PL = 200-500jt 200jt=7.778/3thn rate= 1.11% PROMO >GRATIS provisi / >Cashback 3jt. hub / sms = 085283834836 .. BAIM",spam
"Trsedia dna tnai tnp jminan untk mdal usha & rnovasi 200jt RIKI 08151871092",spam
"berkat pengisiang pulsa No.anda mendptkan hadiah THR Rp.175jt dari PT.M.KIOS dengan pin pemenang anda (M248K81)U/info klik www.thr-ptmkios59.blogspot.com",spam
"SELAMAT! No Anda Mndpt HADIAH MOBIL Toyota Yaris dr.Mkios Pin:1jH76K79 /U Info Cek di Internet Klik: www.isiulangptmkios2016.blogspot.com",spam
"Mohon maaf nanti sebelum di transfer/Setor harap Tlpn saya dlu di no saya yg aktif ini. 085721663838. Soalnya ada perubahan Nomor Rekening .Tks",spam
"Ini Rekeningnya BNI.0450080798.a/n AMELIA HASANAH.",spam
"Selamat..!! Anda M,dptkan HADIAH dari undian pulsa PT. M-TRONIK Thn priode 2016 PIN (c43g857) silahkan Verifikasi pin anda di www.hadiahmtronik18.blogspot.com",spam
"maaf lewat sms apabila kontraknnya msih mau di lanjutkan pembayaranya lewat adik saya pak zainal no hp 082387773878 soalnya udah saya pindah tangan kan sma dia",spam
"Dana Tunai Jaminan BPKB Perusahaan Tbk Terpercaya Bunga Mulai dari 0,8 % Non BI Checking Proses Cepat Bisa Take Over Hub: GERRY 081218717000 08161757700",spam
"Ne sewa ges ayaan d terminal",spam
"Ne omat beja an mun isuk jadi meli calana",spam
"Aktifkan paket data dg beli Pulsa Internet di outlet terdekat,dpatkan kuota hingga 7.5Gb(3.5Gb+4Gb 4G).Dptkan hadiahnya info http://tsel.me/T4GBOOM SKB",spam
"Surat keputusan dari Tri Care Indonesia PIN M902CX8J terpilih mendapatkan hadiah cek tunai Rp.45jt info hubungi 0895346108111 kunjungi www.bima-tricare.blogspot.com",spam
"HADIAH THR 2016 Berkat isi ulang pulsa M-Tronik No Anda meraih Hadiah ke-2 PIN pemenang Anda 987a33g Slakan Cek PIN Klik. www.hadiahthrmtronik7.blogspot.com",spam
"pinjamanTANPAjaminan, bagi pemegang CreditCard area JaBoDeTaBek, mulai 25jt sd. 300jt, adaPROMO*bunga 1,11% u/pinjaman >100jt 085711834314 (ANTO)",spam
"Jasa Pelancar Saluran Mampet & Sedot WC Untuk Wilayah JABODETABEK Hub : Bagus 085775565005",spam
"Kesempatan menjadi Agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=9000, 20=18000, 25=23000, 50=45000, Ketik DAFTAR Kirim ke 08562318335",spam
"ketika kamu sedih km boleh menutup matamu, ketika km tidur km juga boleh menutup matamu... tapi jangan pernah HATIMU... hub 0809-111-4444 (no sex & sara) *.*",spam
"JUAL ALAT USIR TIKUS ELEKTRIK PESTRONIC (20watt rad 20m) Rp 150rb & RACUN TIKUS SUPER MATI DI TEMPAT Rp 100rb (2 sachet) SMS jenis.brg+Nama+Almt, bayar belakang",spam
"CATUREX: -Mnambah Stamina. -Mnyeimbagkn Hormon. -Gairah brtambah. -Mngobati LemahSyahwat. -Prostat. -EjakulasiDini. -Besar&panjang. pin:2A6D3205. 085697774442.",spam
"Mak,isi pulsa As 10 ewu neng Nomor.082384337532 iki saiki.",spam
"selamat..!SIM CARD anda Tr'Pilih menjadi pemenang dari pesta ISI ULANG PT.M-TRONIK 2016 PIN HADIAH:25e477r untuk info klick: www.hadiahmtronik77.blogspot.co.id",spam
"Ass.Wr.Wb. Paket Haji Plus 2016 , Daftar sekarang lsg berangkat 7 Sep.2016 ,Visa terbatas Harga Turun hanya USD 12000 , info hub :HP / WA 0812 1225 1869",spam
"Perlu dana tunai jaminkan BPKB mobil thn 2003 up bs sd tenor 4 thn khusus 2006 up bs take over NON BI CHECKING info hub (RITA 085216203678/ PIN bb D287F0C0)",spam
"Selamat SIM CARD anda Tr,pilih menjadi pemenang Dari pesta ISI ULANG PT.M-TRONIK 2016 PIN HADIAH 25e477r untk info KLICK: www.hadiahresmimtronik.blogspot.com",spam
"Dijual perdana AS No. 085231333317 Rp. 250.000; BAYAR SETELAH KARTU DITERIMA. MINAT,kirim nama + alamat lengkap anda,SMS KE 082301919192",spam
"KAMI BANTU PENUTUPAN CC/KTA DENGAN CARA DICICIL SESUAI KEMAMPUAN. BUNGA 0% ,PELUNASAN DISCOUNT 30-70%,CLEAR BI CHECKING,HUB : SANJAYA, 081273186507, (LEGAL).",spam
"SURAT Keterangan Resmi dr M-TRONIK NO,Anda msk KATEGORI pemenang.Anda m-dpt cek TUNAI Rp.100'jt dgn NO PIN.777DA4c.U/info klik; www.infomtronik48.blogspot.co.id",spam
"Maaf.Untuk Pembayaran Angsuran Klu Mau di Bayar Harap Tlp Dulu Ke Atasan Saya Bpk BAHRI/IBU RIKA 081806005667 Soalnya Sudah di Kuasakan Kepada Beliau.Thanks",spam
"Info property.. Dijual Ruko 3,5lt, LT.5x18m2 SHM. jl.ry jatinegara timur jak-tim. seblahan holand bakery n bank n sevel, gratis menara baliho. edo 0813 85663436",spam
"Mas isekno pulsa rong puluh ewu neng no 082293372259, iki saiki",spam
"Website Poker, Togel ,Casino klik link: www.jayabet2.us , game judi terlengkap, terpercaya dengan min Dp Rp 25rb dan Bonus + komisi setiap minggu. Online 24Jam",spam
"www.arenacapsa.com adalah situs poker teraman dan terpercaya,dptkan bonus turn over 0,3% min 1 jt selamanya proses depo dan wd cepat,100% no robot. BBM 2B480420",spam
"Bergabunglah di www.gitartogel1.com , Situs Togel Online paling dicari saat ini, proses transaksi paling cepat dan aman, terpercaya! Sudah terbukti!",spam
"Maaf sy I.SRI mau konfirmasi soal lokasi yg Ditawarkan kebetulan sy sdh mrs cocok.mohon untuk harganya TLP/SMS ke suami sy H.HANDOKO Hp.081526039870.Tksh",spam
"GMPNG ae ngko aq ket wingi trune jm 1 trus",spam
"JUAL OBAT OLES u/ PRIA  HAJAR JAHANAM  joss kuat berjam jam Rp 170rb botol roll.on 4ml, ORDER SMS HJ.170rb Nama Almt.lkp, trm brg dulu baru transfer",spam
"Maaf kami sudah menghubungi tpi tdk tersambung No. anda resmi meraih hadiah ke-2 Dr.PT.MKIOS PIN:M248K81 cek pin anda di www.hadiah-ptmkios19.blogspot.com",spam
"Perlu tambahan modal usaha? jaminkan BPKB mbl/truk rate rdah,proses cpt,FINANCE RESMI BPKB AMAN bs TAKEOVER yg msh brjln Hub : SANY 085776931517/082240844448",spam
"Surat Keputusan Resmi dari PT.M-TRONIK No Anda terpilih sbg pemenang ke-2 pin pemenang anda 57B99AS U/info klik: www.hadiah-undianmtronik.jimdo.com",spam
"Promo Balik dr Mudik!Beli 1 dapat 2 semua jenis minuman,berlaku di semua gerai Starbucks.Tunjukan SMS ini hari ini.While stock last.T&C apply.Promo *606#",spam
"Website Poker, Togel ,Casino klik link: www.jayabet3.com , game judi terlengkap, terpercaya dengan min Dp Rp 25rb dan Bonus + komisi setiap minggu. Online 24Jam",spam
"Ini Rekeningnya REK BRI A/n : FAREL SEBASTIAN No Rek : 1146.0100.7992.506",spam
"berkat isiulang pulsa No.anda resmi mendptkan hadiah ke-2 dri thr RP175jt dengan PIN;{M248K81} u/info hadiah klik. www.thr-ptmkios89.blogspot.com",spam
"Pelanggan Yth: No.Anda Resmi terpilih sbg Pemenang Ke-2 dari Undian PT.M-KIOS dgn PIN PEMENANG: 77M2477 Silahkan Cek Hadiah Anda di: www.pesta247.blogspot.com",spam
"Berkat isi ulang pulsa M-TRONIK selamat no anda m-dptkan hadiah dari PT.M-TRONIK Pin pemenang 25e477r slhkan Cek pin anda di; www.hadiah-mtronik589.blogspot.com",spam
"Info dana tunai (KTA) 20-200juta, Dengan Bunga Ringan & Bebas provisi 0%, Proses Cepat, Khusus Pemegang Kartu Kredit .Hub Joe 085710256040,081293977941 (WA)",spam
"Perlu tambahan modal usaha? jaminkan BPKB mbl/truk 2002up rate rndh,proses cpt,finance resmi BPKB AMAN,bsa TAKE OVER Info : INDRI 082298707087 085776861416",spam
"Pulsa kmu tdk cukup utk brlangganan 3Shop. Isi ulang pulsa, lalu klik http://3shop.tri.co.id/store utk tetap nikmati download sepuasnya. Info: 123",spam
"pelanggan Yth SIMCARD Anda sbg pemenang Mendapatkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 Dari GEBYAR UNDIAN 3 CARE Untuk info lebih lengkap klik: www.gebyarhadiah-tricare.blogspot.co.id",spam
"Berkat Isi ulang Pulsa No Anda Trplh sbg Pemenang ke:2 Men-dptkan cek tunai Rp.100jt dr PT.M-KIOS PIN:M248k81 U/Info klik: www.ptmkios9jkt.blogspot.com",spam
"Surat Keputusan Resmi PT.JYA simPATI Selamat Anda terpilih sebagai pemenang ke-4 pin pemenang Anda (a7sh47ia) cek pin klik: www.undiansimpati2016.blogspot.com",spam
"INFO RESMI MKIOS Pelanggan Yth NO.simcard anda M'dapat hadiah berkat isi ulang pulsa MKIOS PIN : 3457CN82 verifikasi hadiah kunjungi : www.mkios17.weebly.com",spam
"PESAN RESMI PT.MKIOS brkat isi ulang pulsa mkios No.anda M/dpat HADIAH 100 jt pin.anda M7H7R47 info/hub: 085286566777 atau klik di www.mkios9.blogspot.com",spam
"pri mamak gomar guli nyepiti pipit ora sida bar lebaran sidane senen ngesuk , bapake njaluk duit go kondangan karo go nyangoni pipit ora ngarani jere bapake sepawih mu anu ora tau kerja biasa nek garep badan sepi nek ana kerjan paling karo bangun",spam
"APPLY NOW! DANA TUNAI UP TO 200JT. SUKU BUNGA RENDAH! 3 DAY'S APRROVED. CUKUP FOTOCOPY: -KTP -KARTU KREDIT HUB: GITA 0878-8388-6004 0857-7588-6005 5D135FB1",spam
"maaf kami sudah menghubungi tpi tdk tersambung no anda resmi meraih hadiah dri PT.MTRONIK PIN;25e477r cek pin anda di www.pesta-mtronik38.tk",spam
"Bpk/Ibu Yth Mengenai Rekening Anda Terpilih Sebagai Pemenang Cek 35jt U/f klik www.promobni46.tk Kode Cek (03299757) tks",spam
"Spesial di bln JUNI, Bunga 1.11 %, Satu Hari Aprove, Pinjaman Tanpa Jaminan 15jt Hingga 200 jt. hub : Chika : 08567485622",spam
"Rasa ini seluas samudra yg tak mungkin bisa ku ukur tlp aku klo kmu udah gak sibuk ke no. 08091401053 , aku tggu ya, no sex & sara , jgn lupa mkan.",spam
"Solusi Dana Tunai Jaminan BPKB Mbl/Truck Bs Take Over Mudah&cpt,Rate rendah Finance Resmi, BPKB psti Aman Info Hub: SELVA 085212363556 085770029405 087775557115",spam
"Butuh d@na tun@i??? j@minkan BPKB mobil anda,proses cepat,data lengkap 1hari cair,bunga ringan,BPKB aman & bisa take over, hub RESTI 081574402263 BBM 5F156BC3",spam
"Mencoba menepi kedalaman hatimu , tp sayangnya terlalu dingin heeemmm..tlp aku ya ke No. 08091401053 , selalu ingat no sex & sara , aku tunggu ya.",spam
"PESAN REZMI Dr TRI CARE,Selamat anda m-dptkan hadiah CEK TUNAI Sebesar Rp.45jt No.Pin undian 94AD653, U/Info kunjungi:www.undianbimatricare.jimdo.com",spam
"Biodata yg ada di ktp y sms segera ok",spam
"Dana Tunai Jaminan BPKB Percayakan Pada yang terbaik Perusahaan Tbk. Terpercaya Cabang seluruh Indonesia Bisa Take Over Hub: GERRY 081218717000 081617577000",spam
"Maaf.Untuk Pembayaran Angsuran Klu Mau di Bayar Harap Tlp Dulu Ke Atasan Saya Bpk BAHRI/IBU RIKA 0877.8804.4566 Soalnya Sudah di Kuasakan Kepada Beliau.Thanks",spam
"Dijual,Kartu Perdana IM3 085852555291 Harga Rp. 120.000,- Minat SMS Nama & Alamat Lengkap Ke 085204599595, Transfer Stelah Kartu ditrima",spam
"Internetan 24 jam 1 bulan penuh hingga 6GB mulai 10rb. Dapatkan Promo Internet SUPER MURAH di *363# skrg!",spam
"Surat Keputusan Resmi dari PT.M-TRONIK No Anda trpilih sbg pemenang ke-2 pin pemenang anda (2f54e77) U/info lengkap klik; www.hadiahmtronik2016.ga",spam
"Plg. Yth Selamat nmr anda Terpilih Sebagei pemenang undian ke-4 Dr.TELKOMSELpoin PIN/PEMENANG 277FG49 untuk lihat hadiahnya di www.telkomselpoin217.blogspot.com",spam
"Surat keputusan resmi dri.PT.M-TRONIK No,anda telah Resmi pemenang Ke-2.pin HADIAH Anda2f54e77 U/info klik: www.cekhadiahmtronik2016.ga",spam
"Pesan resmi dr M-TRONIK.Tbk NO,Anda m-dapat Hadiah cek TUNAI Rp.100jt dgn no PIN:987a33g U/Info PIN Pemenang,KLIK: www.poinmtronik29.blogspot.com",spam
"Pesan resmi dr M-TRONIK.Tbk NO,Anda m-dapat Hadiah cek TUNAI Rp.100jt dgn no PIN:987a33g U/Info PIN Pemenang,KLIK: www.poinmtronik29.blogspot.co",spam
"Surat keputusan RESMI PT.MKIOS Anda terpilih sebagai pemenang ke.4 NO.pin; (ijh76k79) cek pin anda di; www.undianmkios664.blogspot.com",spam
"Plg Yth, Selamat nmr anda terpilih Sebagai pemenang hadiah ke-4 Dr:TELKOMSELpoin PIN:277fg49 untuk lihat hadiahnya di: www.undiantselpoin2111.blogspot.com",spam
"PESAN RESMI Dr PT.M-TRONIK hsil pengundian berkat isi ulang NO.anda dapat hadiah NO.PIN undia:25e477r u/info kunjungi: www.hadiahmtronik77.blogspot.co.id",spam
"JUAL OBAT OLES TAHAN LAMA PRIA HAJAR JAHANAM MESIR bisa tahan lama berjam2, Rp 170rb (botol roll.on 4ml) ORDER SMS ketik HJ.170rb nama alamat, bayar belakang",spam
"Maaf'Utk pembayaran,nya klau mau di bayar harap hubungi Bpk.Ahmad Faki di 081545041377 soalnya sudah kami kuasakan sepenuhnya kepada beliau.trmks",spam
"Ini Rekeningnya Mandiri.900 0038 661 534 .a/n TIA RATMAWATI..",spam
"SLMT No.Anda Men-dpt HADIAH Mobil TOYOTA YARIS dr undian INDOSAT Pin Pemenang Anda: 8jf2177 Info cek di: www.indosat88.ml",spam
"Selamat..! SIM CARD anda terpilih menjadi pemenang dari pesta ISI ULANG PT.MTRONIK 2016 Pin hadiah 25e477r untuk info klick: www.hadiahresmimtronik.blogspot.com",spam
"Mau Facebook-an tapi tdk punya akses internet? tekan *325# kamu bisa facebook-an sepuasnya, mulai dari perbarui status,kirim pesan, komentar & lainnya. Info:123",spam
"Luxury Villa @ Pandawa Beach Bali. Start from Rp 2.8M. SHM. Ocean View. Gathering @ Duck King Senayan City, 16 Agustus. Free Furniture. Contact: +6282127788870",spam
"Dapatkan Pinjaman Dana Tunai 5-200Jt, dngn Bunga 1,11% Flat Syarat Fc.Ktp & Kartu Kredit, Proses 1 Hari Kerja Berminat Hub: ARIE 08567898033 (WA)/PinBB 228FA425",spam
"MAU DANA CEPAT&MOBIL INNOVA U/ USAHA? JAMINKAN B P K B M0BIL ANDA Bunga mulai 0.8% PROSES CEPAT,SLURUH INDONESIA NON BI-CEHCEKING LUCY 085213577272 085716357818",spam
"Maaf..Uangnya mau transfer pakai bank apa atau tlpn dlu di nmr sya ini 085723033379...Makasih",spam
"promo kacamata tembus pandang bisa menembus segala sejenis kain,kardus, tembok.plastik.pelak.besi dll yANG minat invite BB;2BBAAB1B",spam
"jasa penutupan krtu kredit/KTA,bantu cicil ringan atau pelunasan dgn diskon 30%-70% kami bantu secara legal.HUB:Niar 082298944648/081511328660",spam
"maaf kami sudah menghubungi tpi tdk tersambung No.anda resmi maraih hadiah ke-2 dri PT.MKIOS PIN;(M248k81) U/info klik:www.hadiah-resmi5.blogspot.com",spam
"maaf baru saya kabarin,kalau kontraknya masih mau diteruskan bayar sama H.rudi soalnya sudah saya jual atau pindah tangan ke H.rudi,no hpnya:081524713477",spam
"Nasabah bri yth. Anda dapat cek. 27.juta dari UNDIAN BRI kode triplle cek anda (02599875) info hadiah klik www.undian-hadiahbri2016.blogspot.co.id",spam
"Ini no rekeningnya BRI.A/n.RISMAN NO rek .2259-0100-0659-53-9.",spam
"2016-08-03 17:24:16.Plg Yth, sisa kuota Flash Anda 494MB. Download MyTelkomsel apps di http://tsel.me/tsel utk cek kuota&beli paket Flash atau hub *363#",spam
"DANA CEPAT DAN MUDAH JAMINKAN BPKB MOBIL ANDA SEGERA CAIR 2 HARI KERJA TIDAK BI CHECKING HUB: DEWI 081293788995",spam
"D4NA CEP4T untuk USAHA dan RENOVASI RUMAH Jmnan BPKB. Mbil/Mtor PROSES Cpat, Tnpa BI Checkking. BUNGA, 0.92%** bs TAKE,OVER HUB IRVAN 085311752412",spam
"Plggn yth. Selamat no Simcard anda M-dpt hadiah Berkat isi ulang Pulsa M-TRONIK Thn-2016 Cek Rp.100jt Pin 25e477r Info klik; www.gebyarhadiah2016.com",spam
"GOOD NEWS! 100JT ONLY Rp3.887.777,- BUNGA RENDAH. 3 DAY'S APROVED. CUKUP FOTOCPY: -KTP -KARTU KREDIT HUB:SILVIA 0856-7070-444 THX.",spam
"Yth Plg INDOSAT Berkat isiulang M-Tronik No.XV.2016 No.Anda dapat cek tunai 100,jt PIN pemenang Anda:987a33g U/Cek PIN Klik: www.undian-mtronik78.blogspot.com",spam
"Judi Casino Online terpercaya! gabung di www.wigobet3.com . Komisi referral 0,3 % dan bonus deposit 10%. Min dp 25rb, Mainkan di PC dan Androidmu.",spam
"HASIL PENGUNDIAN PT.MKIOS menyatakan No.Anda Resmi Mendptkan Hadiah CEK Rp. 75juta Pin.Anda: (34SR288) u/info & Verifikasi klik: www.undianmkiosmtz.blogspot.com",spam
"Berkat isi ulang pls No.anda resmi m-dptkan hadiah ke-2 dari M.ki0s RP175jt dengan pin pemenang anda(M248K81) U/info.klik www.hadiah-ptmkios35.blogspot.com",spam
"PESAN RESMI dari PT.INDOSAT, No anda terpilih sebagai pemenang HADIAH dengan PIN 22A5DN1, U/Info pengambilan hadiah klik www.kejutanindosat.jimdo.com",spam
"JUAL OBAT OLES TAHAN LAMA HERBAL u/ PRIA HAJAR JAHANAM MESIR Rp 170rb botol roll.on 4ml, bisa tahan berjam2, order sms HJ.170rb+nama+alamat (bayar belakang)",spam
"INFO M-TRONIK berkat isi ulang pulsa no anda M-dptkan hadiah KE-2 Rp.100.jta Pin pemenang anda 987a33g Slakan Cek pin anda klik. www.infomtronik7.blogspot.com",spam
"Nasabah yth. rekning tbungan anda ERROR&hrus di monitor ulang kmbli. maaf sblum ke kantor harap hub pak HANDOKO dulu skrng di no.0816956437.tks",spam
